/*
データ構造
ID,タイマー,gx,gy,gz,accx,accy,accz,ax,ay,az,mx,my,mz,MPU気温,BMP気温,気圧,worldTime,経度,緯度
（ノーズコーンのロガーはGPSを搭載していないためデータは取れていません。）
開始時刻:離陸-10~15m
*/

ID=115,30.624380496, 414, 1807,7028, -2008, 15060,0.428955, -0.122559, 0.919189,0, 0, 0-16,12.82, 977.820.0,0.000000,0.000000
ID=116,30.877216-1374, 329, 13,6480, -1780, 15480,0.395508, -0.108643, 0.944824,0, 0, 0-16,12.87, 977.740.0,0.000000,0.000000
ID=117,31.194174-288, 527, 493,6416, -2668, 15448,0.391602, -0.162842, 0.942871,0, 0, 0-16,12.87, 977.830.0,0.000000,0.000000
ID=118,31.455044-1107, 660, 663,6008, -2820, 15376,0.366699, -0.172119, 0.938477,0, 0, 0-16,12.87, 977.830.0,0.000000,0.000000
ID=119,31.707869-770, -452, 185,5184, -4032, 15028,0.316406, -0.246094, 0.917236,0, 0, 0-16,12.90, 977.720.0,0.000000,0.000000
ID=120,31.960655-1653, 1535, 1233,4804, -4164, 15932,0.293213, -0.254150, 0.972412,0, 0, 0-16,12.90, 977.800.0,0.000000,0.000000
ID=121,32.2135432466, -919, 56,6540, -4684, 15592,0.399170, -0.285889, 0.951660,0, 0, 0-17,12.90, 977.800.0,0.000000,0.000000
ID=122,32.474377548, -8, 732,5240, -1908, 15592,0.319824, -0.116455, 0.951660,0, 0, 0-16,12.90, 977.800.0,0.000000,0.000000
ID=123,32.727203112, 231, 1611,5236, -2808, 15636,0.319580, -0.171387, 0.954346,0, 0, 0-16,12.91, 977.850.0,0.000000,0.000000
ID=124,32.980011-917, 427, -850,5768, -3136, 16040,0.352051, -0.191406, 0.979004,0, 0, 0-16,12.91, 977.850.0,0.000000,0.000000
ID=125,33.295895-654, 383, -414,5604, -4076, 15624,0.342041, -0.248779, 0.953613,0, 0, 0-16,12.91, 977.850.0,0.000000,0.000000
ID=126,33.55675186, 157, 454,5512, -3592, 15468,0.336426, -0.219238, 0.944092,0, 0, 0-16,12.95, 977.800.0,0.000000,0.000000
ID=127,33.809559-371, 706, 845,4840, -3292, 15652,0.295410, -0.200928, 0.955322,0, 0, 0-16,12.95, 977.860.0,0.000000,0.000000
ID=128,34.062416-63, 277, 804,4576, -4348, 15352,0.279297, -0.265381, 0.937012,0, 0, 0-16,12.95, 977.860.0,0.000000,0.000000
ID=129,34.315174138, 1919, 1781,2748, -4752, 15444,0.167725, -0.290039, 0.942627,0, 0, 0-16,12.95, 977.860.0,0.000000,0.000000
ID=130,34.607601-359, 243, 45,4108, -4544, 15628,0.250732, -0.277344, 0.953857,0, 0, 0-16,12.99, 977.750.0,0.000000,0.000000
ID=131,34.924454-35, 135, 93,3704, -4980, 15712,0.226074, -0.303955, 0.958984,0, 0, 0-16,12.99, 977.810.0,0.000000,0.000000
ID=132,35.177277-73, -602, -342,3548, -4512, 14336,0.216553, -0.275391, 0.875000,0, 0, 0-15,12.99, 977.810.0,0.000000,0.000000
ID=133,35.43009974, -44, 112,3804, -4848, 15784,0.232178, -0.295898, 0.963379,0, 0, 0-16,13.02, 977.760.0,0.000000,0.000000
ID=134,35.69100620, -95, 551,3672, -4788, 15672,0.224121, -0.292236, 0.956543,0, 0, 0-15,13.02, 977.840.0,0.000000,0.000000
ID=135,35.9438711238, -1182, 1373,3900, -4324, 15532,0.238037, -0.263916, 0.947998,0, 0, 0-16,13.02, 977.840.0,0.000000,0.000000
ID=136,36.196724498, 188, 608,4500, -4396, 16068,0.274658, -0.268311, 0.980713,0, 0, 0-16,13.06, 977.860.0,0.000000,0.000000
ID=137,36.44957480, -512, 157,4656, -4008, 15380,0.284180, -0.244629, 0.938721,0, 0, 0-16,13.06, 977.920.0,0.000000,0.000000
ID=138,36.710430-36, -75, -415,4372, -4024, 15748,0.266846, -0.245605, 0.961182,0, 0, 0-15,13.06, 977.920.0,0.000000,0.000000
ID=139,37.005363-32, 185, 331,4924, -4456, 15064,0.300537, -0.271973, 0.919434,0, 0, 0-16,13.09, 977.790.0,0.000000,0.000000
ID=140,37.258183-146, 417, 429,4848, -3904, 16020,0.295898, -0.238281, 0.977783,0, 0, 0-16,13.09, 977.840.0,0.000000,0.000000
ID=141,37.510983-67, 146, -185,4612, -4308, 15568,0.281494, -0.262939, 0.950195,0, 0, 0-15,13.09, 977.840.0,0.000000,0.000000
ID=142,37.77184780, -41, -575,4104, -4336, 15800,0.250488, -0.264648, 0.964355,0, 0, 0-16,13.09, 977.840.0,0.000000,0.000000
ID=143,38.02465419, 79, -110,4360, -3932, 15792,0.266113, -0.239990, 0.963867,0, 0, 0-16,13.13, 977.710.0,0.000000,0.000000
ID=144,38.277481-44, -71, -570,4300, -3548, 16776,0.262451, -0.216553, 1.023926,0, 0, 0-16,13.13, 977.800.0,0.000000,0.000000
ID=145,38.530308-34, 147, 23,4436, -4120, 15960,0.270752, -0.251465, 0.974121,0, 0, 0-15,13.13, 977.800.0,0.000000,0.000000
ID=146,38.791157350, -31, -873,4548, -1680, 18940,0.277588, -0.102539, 1.156006,0, 0, 0-15,13.17, 977.820.0,0.000000,0.000000
