id,time_gx,time,gx,gy,gz,accx,accy,accz,ax,ay,az,mx,my,mz_mpu-temp,mz,mpu-temp,temperature,pressure_worldtime,pressure,worldtime,,
2497,672.319031-56,672.319031,-56,56,4,13528,-9640,768,0.825684,-0.588379,0.046875,0,0,8,0,8,20.12, 977.670.0, 977.67,0.0,0,0
2498,672.591675-56,672.591675,-56,99,42,13372,-9652,652,0.816162,-0.589111,0.039795,0,0,7,0,7,20.12, 977.670.0, 977.67,0.0,0,0
2499,672.872375-37,672.872375,-37,67,-18,13520,-9532,804,0.825195,-0.581787,0.049072,0,0,7,0,7,20.12, 977.670.0, 977.67,0.0,0,0
2500,673.209778-29,673.209778,-29,68,81,13528,-9620,788,0.825684,-0.587158,0.048096,0,0,7,0,7,20.13, 977.720.0, 977.72,0.0,0,0
2501,673.482422-45,673.482422,-45,80,-61,13428,-9852,728,0.81958,-0.601318,0.044434,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2502,673.755066-19,673.755066,-19,101,-2,13472,-9764,776,0.822266,-0.595947,0.047363,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2503,674.067200-23,674.0672,-23,70,-47,13420,-9764,852,0.819092,-0.595947,0.052002,0,0,7,0,7,20.13, 977.770.0, 977.77,0.0,0,0
2504,674.339783-22,674.339783,-22,50,-84,13548,-9644,640,0.826904,-0.588623,0.039062,0,0,7,0,7,20.13, 977.770.0, 977.77,0.0,0,0
2505,674.6124886,674.612488,6,61,-21,13572,-9480,860,0.828369,-0.578613,0.05249,0,0,7,0,7,20.13, 977.770.0, 977.77,0.0,0,0
2506,674.885132-32,674.885132,-32,59,-45,13324,-9780,628,0.813232,-0.596924,0.03833,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2507,675.197266-72,675.197266,-72,56,61,13488,-9700,840,0.823242,-0.592041,0.05127,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2508,675.469910-41,675.46991,-41,33,-105,13672,-9428,856,0.834473,-0.575439,0.052246,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2509,675.742554-76,675.742554,-76,57,-8,13584,-9588,760,0.829102,-0.585205,0.046387,0,0,8,0,8,20.13, 977.690.0, 977.69,0.0,0,0
2510,676.015076-16,676.015076,-16,64,-2,13600,-9724,832,0.830078,-0.593506,0.050781,0,0,7,0,7,20.13, 977.690.0, 977.69,0.0,0,0
2511,676.295715-98,676.295715,-98,72,32,13500,-9644,720,0.823975,-0.588623,0.043945,0,0,7,0,7,20.13, 977.690.0, 977.69,0.0,0,0
2512,676.568420-32,676.56842,-32,96,54,13484,-9796,816,0.822998,-0.5979,0.049805,0,0,7,0,7,20.13, 977.690.0, 977.69,0.0,0,0
2513,676.841003-20,676.841003,-20,39,-3,13444,-9628,784,0.820557,-0.587646,0.047852,0,0,7,0,7,20.13, 977.690.0, 977.69,0.0,0,0
2514,677.113647-55,677.113647,-55,97,67,13456,-9528,736,0.821289,-0.581543,0.044922,0,0,7,0,7,20.13, 977.690.0, 977.69,0.0,0,0
2515,677.4425051,677.442505,11,75,-33,13524,-9828,676,0.825439,-0.599854,0.04126,0,0,6,0,6,20.14, 977.770.0, 977.77,0.0,0,0
2516,677.728210-17,677.72821,-17,70,38,13472,-9668,640,0.822266,-0.590088,0.039062,0,0,7,0,7,20.14, 977.770.0, 977.77,0.0,0,0
2517,678.000793-141,678.000793,-141,61,-113,13564,-9816,708,0.827881,-0.599121,0.043213,0,0,7,0,7,20.14, 977.770.0, 977.77,0.0,0,0
2518,678.273254-53,678.273254,-53,71,25,13612,-10044,428,0.830811,-0.613037,0.026123,0,0,7,0,7,20.14, 977.720.0, 977.72,0.0,0,0
2519,678.545837-57,678.545837,-57,66,-51,13496,-9664,852,0.82373,-0.589844,0.052002,0,0,7,0,7,20.14, 977.720.0, 977.72,0.0,0,0
2520,678.828125-55,678.828125,-55,72,271,13708,-9136,736,0.83667,-0.557617,0.044922,0,0,7,0,7,20.14, 977.720.0, 977.72,0.0,0,0
2521,679.100647-30,679.100647,-30,72,127,13280,-9860,716,0.810547,-0.601807,0.043701,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2522,679.373230-51,679.37323,-51,90,-18,13308,-9872,660,0.812256,-0.602539,0.040283,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2523,679.645874-36,679.645874,-36,73,-179,13528,-9716,760,0.825684,-0.593018,0.046387,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2524,679.926453-16,679.926453,-16,59,-10,13516,-9640,648,0.824951,-0.588379,0.039551,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2525,680.199097-97,680.199097,-97,111,223,13248,-9832,900,0.808594,-0.600098,0.054932,0,0,8,0,8,20.13, 977.690.0, 977.69,0.0,0,0
2526,680.4716195,680.471619,5,66,255,13424,-9656,940,0.819336,-0.589355,0.057373,0,0,7,0,7,20.13, 977.690.0, 977.69,0.0,0,0
2527,680.744263-71,680.744263,-71,102,75,13164,-9812,648,0.803467,-0.598877,0.039551,0,0,7,0,7,20.13, 977.690.0, 977.69,0.0,0,0
2528,681.024780-46,681.02478,-46,66,15,13480,-9692,724,0.822754,-0.591553,0.044189,0,0,7,0,7,20.13, 977.750.0, 977.75,0.0,0,0
2529,681.297363-8,681.297363,-8,65,11,13336,-9824,684,0.813965,-0.599609,0.041748,0,0,6,0,6,20.13, 977.720.0, 977.72,0.0,0,0
2530,681.569946-13,681.569946,-13,79,-84,13548,-9552,776,0.826904,-0.583008,0.047363,0,0,7,0,7,20.13, 977.720.0, 977.72,0.0,0,0
2531,681.842590-70,681.84259,-70,71,-92,13072,-10088,828,0.797852,-0.615723,0.050537,0,0,7,0,7,20.14, 977.720.0, 977.72,0.0,0,0
2532,682.123108-28,682.123108,-28,48,-84,13472,-9628,580,0.822266,-0.587646,0.0354,0,0,8,0,8,20.14, 977.750.0, 977.75,0.0,0,0
2533,682.395691-18,682.395691,-18,32,9,13476,-9792,668,0.82251,-0.597656,0.040771,0,0,8,0,8,20.14, 977.750.0, 977.75,0.0,0,0
2534,682.6682744,682.668274,39,68,-80,13368,-9824,640,0.815918,-0.599609,0.039062,0,0,7,0,7,20.14, 977.690.0, 977.69,0.0,0,0
2535,682.940857-1,682.940857,-1,60,375,13496,-9636,748,0.82373,-0.588135,0.045654,0,0,7,0,7,20.14, 977.690.0, 977.69,0.0,0,0
2536,683.2912602,683.29126,2,74,-46,13356,-9820,612,0.815186,-0.599365,0.037354,0,0,7,0,7,20.14, 977.690.0, 977.69,0.0,0,0
2537,683.563904-52,683.563904,-52,56,-90,13448,-9692,264,0.820801,-0.591553,0.016113,0,0,7,0,7,20.16, 977.750.0, 977.75,0.0,0,0
2538,683.836548-64,683.836548,-64,84,-116,13576,-9520,960,0.828613,-0.581055,0.058594,0,0,7,0,7,20.16, 977.770.0, 977.77,0.0,0,0
2539,684.109131-28,684.109131,-28,27,-222,13840,-9360,720,0.844727,-0.571289,0.043945,0,0,7,0,7,20.16, 977.770.0, 977.77,0.0,0,0
2540,684.389771-32,684.389771,-32,15,-241,13136,-10136,804,0.801758,-0.618652,0.049072,0,0,8,0,8,20.15, 977.720.0, 977.72,0.0,0,0
2541,684.662415-104,684.662415,-104,70,-190,13848,-9400,584,0.845215,-0.57373,0.035645,0,0,7,0,7,20.15, 977.690.0, 977.69,0.0,0,0
2542,684.935059-50,684.935059,-50,80,-201,13336,-9672,1036,0.813965,-0.590332,0.063232,0,0,8,0,8,20.15, 977.690.0, 977.69,0.0,0,0
2543,685.207703-83,685.207703,-83,54,60,13292,-9456,592,0.811279,-0.577148,0.036133,0,0,7,0,7,20.15, 977.690.0, 977.69,0.0,0,0
2544,685.488342-49,685.488342,-49,86,145,13132,-10240,444,0.801514,-0.625,0.0271,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2545,685.760925-22,685.760925,-22,78,141,13580,-9436,1636,0.828857,-0.575928,0.099854,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2546,686.033508-90,686.033508,-90,56,-89,13340,-9836,676,0.814209,-0.600342,0.04126,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2547,686.306091-42,686.306091,-42,39,-286,13508,-9760,860,0.824463,-0.595703,0.05249,0,0,8,0,8,20.15, 977.690.0, 977.69,0.0,0,0
2548,686.578735-1,686.578735,-1,106,-8,13520,-9564,748,0.825195,-0.58374,0.045654,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2549,686.859375-6,686.859375,-6,105,370,13660,-9512,812,0.83374,-0.580566,0.049561,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2550,687.132019-125,687.132019,-125,63,15,13116,-10352,900,0.800537,-0.631836,0.054932,0,0,8,0,8,20.15, 977.720.0, 977.72,0.0,0,0
2551,687.4046024,687.404602,36,63,67,13628,-9476,928,0.831787,-0.578369,0.056641,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2552,687.677246-43,687.677246,-43,74,-392,13340,-9816,788,0.814209,-0.599121,0.048096,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2553,687.957886-66,687.957886,-66,95,-77,13664,-9564,696,0.833984,-0.58374,0.04248,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2554,688.230530-72,688.23053,-72,63,-20,13616,-9668,620,0.831055,-0.590088,0.037842,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2555,688.503174-25,688.503174,-25,84,177,13360,-9708,776,0.81543,-0.592529,0.047363,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2556,688.775818-24,688.775818,-24,46,-41,13416,-9696,780,0.818848,-0.591797,0.047607,0,0,7,0,7,20.14, 977.750.0, 977.75,0.0,0,0
2557,689.056458-31,689.056458,-31,52,-221,13436,-9852,776,0.820068,-0.601318,0.047363,0,0,7,0,7,20.14, 977.720.0, 977.72,0.0,0,0
2558,689.329102-33,689.329102,-33,63,-328,13632,-9504,896,0.832031,-0.580078,0.054688,0,0,7,0,7,20.14, 977.720.0, 977.72,0.0,0,0
2559,689.601685-26,689.601685,-26,7,-138,13664,-9596,816,0.833984,-0.585693,0.049805,0,0,7,0,7,20.15, 977.690.0, 977.69,0.0,0,0
2560,689.8743901,689.87439,1,52,112,13136,-9980,764,0.801758,-0.609131,0.046631,0,0,7,0,7,20.15, 977.690.0, 977.69,0.0,0,0
2561,690.154968-37,690.154968,-37,122,338,12880,-10496,440,0.786133,-0.640625,0.026855,0,0,7,0,7,20.15, 977.690.0, 977.69,0.0,0,0
2562,690.427490-36,690.42749,-36,110,63,13588,-9364,840,0.829346,-0.571533,0.05127,0,0,7,0,7,20.15, 977.690.0, 977.69,0.0,0,0
2563,690.700195-113,690.700195,-113,55,173,13460,-9664,716,0.821533,-0.589844,0.043701,0,0,7,0,7,20.14, 977.770.0, 977.77,0.0,0,0
2564,690.972839-83,690.972839,-83,76,128,13612,-9328,916,0.830811,-0.569336,0.055908,0,0,7,0,7,20.14, 977.770.0, 977.77,0.0,0,0
2565,691.253296-89,691.253296,-89,66,168,13136,-9940,1032,0.801758,-0.606689,0.062988,0,0,7,0,7,20.14, 977.770.0, 977.77,0.0,0,0
2566,691.525818-47,691.525818,-47,84,164,12944,-10008,780,0.790039,-0.61084,0.047607,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2567,691.798340-108,691.79834,-108,87,154,12940,-10372,912,0.789795,-0.633057,0.055664,0,0,8,0,8,20.15, 977.750.0, 977.75,0.0,0,0
2568,692.070801-22,692.070801,-22,22,-219,13604,-9488,436,0.830322,-0.579102,0.026611,0,0,7,0,7,20.15, 977.750.0, 977.75,0.0,0,0
2569,692.382690-51,692.38269,-51,86,118,13212,-9800,572,0.806396,-0.598145,0.034912,0,0,7,0,7,20.16, 977.720.0, 977.72,0.0,0,0
2570,692.655273-29,692.655273,-29,73,-50,13116,-9728,848,0.800537,-0.59375,0.051758,0,0,7,0,7,20.16, 977.720.0, 977.72,0.0,0,0
2571,692.927917-19,692.927917,-19,91,-118,13604,-9456,1132,0.830322,-0.577148,0.069092,0,0,7,0,7,20.16, 977.720.0, 977.72,0.0,0,0
2572,693.200500-69,693.2005,-69,57,-346,13480,-9456,1196,0.822754,-0.577148,0.072998,0,0,7,0,7,20.16, 977.720.0, 977.72,0.0,0,0
2573,693.481079-64,693.481079,-64,69,-109,13512,-9820,760,0.824707,-0.599365,0.046387,0,0,7,0,7,20.16, 977.720.0, 977.72,0.0,0,0
2574,693.753723-45,693.753723,-45,60,-20,13560,-9644,924,0.827637,-0.588623,0.056396,0,0,7,0,7,20.16, 977.720.0, 977.72,0.0,0,0
2575,694.026306-21,694.026306,-21,85,-83,13284,-9704,856,0.810791,-0.592285,0.052246,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2576,694.298950-88,694.29895,-88,59,-244,12848,-9080,656,0.78418,-0.554199,0.040039,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2577,694.579529-64,694.579529,-64,91,-57,14084,-9832,912,0.859619,-0.600098,0.055664,0,0,8,0,8,20.15, 977.720.0, 977.72,0.0,0,0
2578,694.852173-50,694.852173,-50,69,98,13624,-9612,788,0.831543,-0.58667,0.048096,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2579,695.124756-56,695.124756,-56,68,53,13420,-9752,736,0.819092,-0.595215,0.044922,0,0,7,0,7,20.16, 977.690.0, 977.69,0.0,0,0
2580,695.397400-72,695.3974,-72,51,-19,13352,-9720,812,0.814941,-0.593262,0.049561,0,0,7,0,7,20.16, 977.700.0, 977.70,0.0,0,0
2581,695.663147-58,695.663147,-58,77,-1,13480,-9660,788,0.822754,-0.5896,0.048096,0,0,7,0,7,20.16, 977.700.0, 977.70,0.0,0,0
2582,695.935974-35,695.935974,-35,68,-50,13464,-9640,788,0.821777,-0.588379,0.048096,0,0,8,0,8,20.16, 977.720.0, 977.72,0.0,0,0
2583,696.208557-25,696.208557,-25,85,0,13480,-9644,728,0.822754,-0.588623,0.044434,0,0,7,0,7,20.16, 977.720.0, 977.72,0.0,0,0
2584,696.481140-69,696.48114,-69,101,9,13436,-9656,740,0.820068,-0.589355,0.045166,0,0,7,0,7,20.16, 977.720.0, 977.72,0.0,0,0
2585,696.7537841,696.753784,1,72,-10,13388,-9484,1128,0.817139,-0.578857,0.068848,0,0,7,0,7,20.15, 977.700.0, 977.70,0.0,0,0
2586,697.034363-53,697.034363,-53,55,24,13544,-9640,864,0.82666,-0.588379,0.052734,0,0,7,0,7,20.15, 977.690.0, 977.69,0.0,0,0
2587,697.3070071,697.307007,13,75,35,13760,-10072,436,0.839844,-0.614746,0.026611,0,0,7,0,7,20.15, 977.690.0, 977.69,0.0,0,0
2588,697.579590-39,697.57959,-39,102,-75,13708,-9688,740,0.83667,-0.591309,0.045166,0,0,8,0,8,20.16, 977.690.0, 977.69,0.0,0,0
2589,697.852173-42,697.852173,-42,75,132,13412,-9776,544,0.818604,-0.59668,0.033203,0,0,8,0,8,20.16, 977.700.0, 977.70,0.0,0,0
2590,698.132812-19,698.132812,-19,77,25,13384,-9712,732,0.816895,-0.592773,0.044678,0,0,6,0,6,20.16, 977.700.0, 977.70,0.0,0,0
2591,698.405457-53,698.405457,-53,77,39,13308,-10120,740,0.812256,-0.617676,0.045166,0,0,8,0,8,20.15, 977.720.0, 977.72,0.0,0,0
2592,698.678040-56,698.67804,-56,79,-107,13620,-10068,496,0.831299,-0.614502,0.030273,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2593,698.950684-330,698.950684,-330,91,118,13824,-9736,1116,0.84375,-0.594238,0.068115,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2594,699.2313233,699.231323,3,98,233,11556,-6544,1272,0.705322,-0.399414,0.077637,0,0,7,0,7,20.15, 977.720.0, 977.72,0.0,0,0
2595,699.503845-3,699.503845,-3,68,52,13496,-9700,464,0.82373,-0.592041,0.02832,0,0,7,0,7,20.17, 977.720.0, 977.72,0.0,0,0
2596,699.776428-45,699.776428,-45,78,-58,13732,-9668,720,0.838135,-0.590088,0.043945,0,0,7,0,7,20.17, 977.750.0, 977.75,0.0,0,0
2597,700.049011-40,700.049011,-40,95,-56,13532,-9640,992,0.825928,-0.588379,0.060547,0,0,7,0,7,20.17, 977.750.0, 977.75,0.0,0,0
2598,700.329651-89,700.329651,-89,87,87,13720,-9672,924,0.837402,-0.590332,0.056396,0,0,8,0,8,20.16, 977.750.0, 977.75,0.0,0,0
2599,700.602234-71,700.602234,-71,64,63,13192,-9896,756,0.805176,-0.604004,0.046143,0,0,8,0,8,20.16, 977.720.0, 977.72,0.0,0,0
2600,700.874878-101,700.874878,-101,73,-139,13516,-9988,380,0.824951,-0.609619,0.023193,0,0,6,0,6,20.16, 977.720.0, 977.72,0.0,0,0
2601,701.147461-42,701.147461,-42,44,88,13460,-9708,836,0.821533,-0.592529,0.051025,0,0,7,0,7,20.18, 977.700.0, 977.70,0.0,0,0
2602,701.459534-52,701.459534,-52,85,-25,13344,-9988,420,0.814453,-0.609619,0.025635,0,0,7,0,7,20.18, 977.720.0, 977.72,0.0,0,0
2603,701.7321171,701.732117,108,68,44,13532,-9732,844,0.825928,-0.593994,0.051514,0,0,7,0,7,20.18, 977.720.0, 977.72,0.0,0,0
2604,702.004761-58,702.004761,-58,98,124,13176,-10080,196,0.804199,-0.615234,0.011963,0,0,8,0,8,20.16, 977.750.0, 977.75,0.0,0,0
2605,702.277283-40,702.277283,-40,68,71,13452,-9832,560,0.821045,-0.600098,0.03418,0,0,7,0,7,20.16, 977.750.0, 977.75,0.0,0,0
2606,702.557861-31,702.557861,-31,98,201,13724,-9832,560,0.837646,-0.600098,0.03418,0,0,7,0,7,20.16, 977.750.0, 977.75,0.0,0,0
2607,702.830505-26,702.830505,-26,62,111,13668,-9972,740,0.834229,-0.608643,0.045166,0,0,7,0,7,20.18, 977.690.0, 977.69,0.0,0,0
2608,703.103149-22,703.103149,-22,69,-8,13572,-9684,988,0.828369,-0.591064,0.060303,0,0,8,0,8,20.18, 977.700.0, 977.70,0.0,0,0
2609,703.375732-83,703.375732,-83,64,-75,13240,-9844,116,0.808105,-0.60083,0.00708,0,0,7,0,7,20.18, 977.700.0, 977.70,0.0,0,0
2610,703.656372-73,703.656372,-73,63,-204,13592,-9588,940,0.82959,-0.585205,0.057373,0,0,7,0,7,20.18, 977.700.0, 977.70,0.0,0,0
2611,703.928955-25,703.928955,-25,78,30,13648,-9836,660,0.833008,-0.600342,0.040283,0,0,7,0,7,20.18, 977.700.0, 977.70,0.0,0,0
2612,704.201538-85,704.201538,-85,58,-102,13776,-9512,960,0.84082,-0.580566,0.058594,0,0,7,0,7,20.18, 977.700.0, 977.70,0.0,0,0
2613,704.474182-12,704.474182,-12,98,215,13668,-9480,564,0.834229,-0.578613,0.034424,0,0,7,0,7,20.18, 977.700.0, 977.70,0.0,0,0
2614,704.7468261,704.746826,11,24,-41,13376,-9464,388,0.816406,-0.577637,0.023682,0,0,7,0,7,20.19, 977.700.0, 977.70,0.0,0,0
2615,705.027405-52,705.027405,-52,72,-75,13312,-9440,816,0.8125,-0.576172,0.049805,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2616,705.299988-65,705.299988,-65,62,-20,13572,-9660,672,0.828369,-0.5896,0.041016,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2617,705.572632-12,705.572632,-12,73,-100,12888,-8556,1792,0.786621,-0.522217,0.109375,0,0,7,0,7,20.17, 977.720.0, 977.72,0.0,0,0
2618,705.8451546,705.845154,55,50,-277,13168,-9712,508,0.803711,-0.592773,0.031006,0,0,7,0,7,20.17, 977.700.0, 977.70,0.0,0,0
2619,706.1257321,706.125732,12,41,-478,12932,-9652,620,0.789307,-0.589111,0.037842,0,0,7,0,7,20.17, 977.700.0, 977.70,0.0,0,0
2620,706.3983761,706.398376,1,78,-41,13444,-9576,604,0.820557,-0.584473,0.036865,0,0,7,0,7,20.18, 977.800.0, 977.80,0.0,0,0
2621,706.670959-32,706.670959,-32,46,-93,13300,-9508,856,0.811768,-0.580322,0.052246,0,0,7,0,7,20.18, 977.800.0, 977.80,0.0,0,0
2622,706.943604-50,706.943604,-50,96,15,13524,-9872,828,0.825439,-0.602539,0.050537,0,0,8,0,8,20.18, 977.800.0, 977.80,0.0,0,0
2623,707.224182-42,707.224182,-42,86,-23,13400,-10040,824,0.817871,-0.612793,0.050293,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2624,707.496826-10,707.496826,-10,31,-138,13564,-9864,960,0.827881,-0.602051,0.058594,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2625,707.769409-50,707.769409,-50,89,53,13524,-9672,912,0.825439,-0.590332,0.055664,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2626,708.041992-21,708.041992,-21,73,-38,13652,-9516,800,0.833252,-0.580811,0.048828,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2627,708.327698-46,708.327698,-46,68,252,13464,-9468,572,0.821777,-0.577881,0.034912,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2628,708.6002818,708.600281,84,79,-234,13480,-9612,808,0.822754,-0.58667,0.049316,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2629,708.872925-57,708.872925,-57,94,-82,13648,-9940,892,0.833008,-0.606689,0.054443,0,0,7,0,7,20.18, 977.720.0, 977.72,0.0,0,0
2630,709.145447-16,709.145447,-16,99,-6,13300,-9740,836,0.811768,-0.594482,0.051025,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2631,709.425903-70,709.425903,-70,75,54,12864,-9660,880,0.785156,-0.5896,0.053711,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2632,709.698425-49,709.698425,-49,43,-458,12880,-9920,540,0.786133,-0.605469,0.032959,0,0,7,0,7,20.18, 977.750.0, 977.75,0.0,0,0
2633,709.970886-102,709.970886,-102,77,70,13316,-9700,808,0.812744,-0.592041,0.049316,0,0,7,0,7,20.18, 977.830.0, 977.83,0.0,0,0
2634,710.243286-47,710.243286,-47,83,40,13620,-10224,848,0.831299,-0.624023,0.051758,0,0,7,0,7,20.18, 977.830.0, 977.83,0.0,0,0
2635,710.555054-15,710.555054,-15,96,-56,13656,-9996,856,0.833496,-0.610107,0.052246,0,0,8,0,8,20.18, 977.830.0, 977.83,0.0,0,0
2636,710.827576-41,710.827576,-41,44,-160,13320,-10048,752,0.812988,-0.613281,0.045898,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2637,711.100037-40,711.100037,-40,105,-39,13428,-9428,504,0.81958,-0.575439,0.030762,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2638,711.372620-73,711.37262,-73,58,-59,13488,-9760,620,0.823242,-0.595703,0.037842,0,0,8,0,8,20.19, 977.720.0, 977.72,0.0,0,0
2639,711.653137-34,711.653137,-34,74,0,13620,-9732,724,0.831299,-0.593994,0.044189,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2640,711.925781-5,711.925781,-5,94,106,13360,-9992,808,0.81543,-0.609863,0.049316,0,0,7,0,7,20.19, 977.730.0, 977.73,0.0,0,0
2641,712.198425-21,712.198425,-21,53,-232,13264,-9820,804,0.80957,-0.599365,0.049072,0,0,7,0,7,20.19, 977.730.0, 977.73,0.0,0,0
2642,712.471069-62,712.471069,-62,56,-5,13348,-9752,772,0.814697,-0.595215,0.047119,0,0,8,0,8,20.2, 977.780.0, 977.78,0.0,0,0
2643,712.743652-63,712.743652,-63,19,180,13368,-9912,780,0.815918,-0.60498,0.047607,0,0,7,0,7,20.2, 977.780.0, 977.78,0.0,0,0
2644,713.0242926,713.024292,6,96,354,13460,-9916,728,0.821533,-0.605225,0.044434,0,0,8,0,8,20.2, 977.780.0, 977.78,0.0,0,0
2645,713.296936-27,713.296936,-27,81,39,13304,-9964,716,0.812012,-0.608154,0.043701,0,0,7,0,7,20.19, 977.800.0, 977.80,0.0,0,0
2646,713.5695809,713.56958,9,53,-156,13064,-10108,936,0.797363,-0.616943,0.057129,0,0,8,0,8,20.19, 977.800.0, 977.80,0.0,0,0
2647,713.842285-43,713.842285,-43,85,-96,13120,-10000,776,0.800781,-0.610352,0.047363,0,0,7,0,7,20.19, 977.800.0, 977.80,0.0,0,0
2648,714.122864-36,714.122864,-36,40,-135,13096,-10056,512,0.799316,-0.61377,0.03125,0,0,7,0,7,20.19, 977.800.0, 977.80,0.0,0,0
2649,714.395508-10,714.395508,-10,88,98,13220,-10032,540,0.806885,-0.612305,0.032959,0,0,7,0,7,20.19, 977.730.0, 977.73,0.0,0,0
2650,714.668091-5,714.668091,-5,67,81,13200,-10036,796,0.805664,-0.612549,0.048584,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2651,714.940735-29,714.940735,-29,66,-89,13308,-9760,880,0.812256,-0.595703,0.053711,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2652,715.221375-34,715.221375,-34,81,-8,13076,-10124,768,0.798096,-0.61792,0.046875,0,0,8,0,8,20.19, 977.700.0, 977.70,0.0,0,0
2653,715.494019-4,715.494019,-4,21,-200,13336,-10008,824,0.813965,-0.61084,0.050293,0,0,7,0,7,20.19, 977.700.0, 977.70,0.0,0,0
2654,715.766663-19,715.766663,-19,55,-30,13400,-9928,708,0.817871,-0.605957,0.043213,0,0,8,0,8,20.19, 977.700.0, 977.70,0.0,0,0
2655,716.039307-29,716.039307,-29,26,-394,13404,-9812,704,0.818115,-0.598877,0.042969,0,0,7,0,7,20.18, 977.730.0, 977.73,0.0,0,0
2656,716.319946-44,716.319946,-44,106,140,13272,-9824,684,0.810059,-0.599609,0.041748,0,0,7,0,7,20.18, 977.720.0, 977.72,0.0,0,0
2657,716.592590-4,716.59259,-4,110,318,13416,-9788,868,0.818848,-0.597412,0.052979,0,0,7,0,7,20.18, 977.720.0, 977.72,0.0,0,0
2658,716.865234-48,716.865234,-48,103,202,13148,-10048,808,0.80249,-0.613281,0.049316,0,0,7,0,7,20.18, 977.700.0, 977.70,0.0,0,0
2659,717.137878-24,717.137878,-24,86,-27,13416,-9848,764,0.818848,-0.601074,0.046631,0,0,7,0,7,20.18, 977.670.0, 977.67,0.0,0,0
2660,717.418518-41,717.418518,-41,62,-109,13216,-9928,664,0.806641,-0.605957,0.040527,0,0,7,0,7,20.18, 977.670.0, 977.67,0.0,0,0
2661,717.691162-56,717.691162,-56,93,-9,13340,-9944,836,0.814209,-0.606934,0.051025,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2662,717.963806-8,717.963806,-8,18,-237,13328,-9852,688,0.813477,-0.601318,0.041992,0,0,7,0,7,20.19, 977.750.0, 977.75,0.0,0,0
2663,718.236389-62,718.236389,-62,69,-33,13244,-9992,848,0.80835,-0.609863,0.051758,0,0,7,0,7,20.19, 977.750.0, 977.75,0.0,0,0
2664,718.517029-73,718.517029,-73,87,18,13420,-9736,912,0.819092,-0.594238,0.055664,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2665,718.789673-71,718.789673,-71,98,12,13316,-9884,784,0.812744,-0.603271,0.047852,0,0,7,0,7,20.19, 977.720.0, 977.72,0.0,0,0
2666,719.062317-61,719.062317,-61,83,80,13404,-9884,792,0.818115,-0.603271,0.04834,0,0,8,0,8,20.19, 977.720.0, 977.72,0.0,0,0
