id,time_gx,time,gx,gy,gz,accx,accy,accz,ax,ay,az,mx,my,mz_mpu-temp,mz,mpu-temp,temperature,pressure_worldtime,pressure,worldtime,,
1,1.25882117,1.258821,17,243,-431,-2372,10572,12628,-0.144775,0.645264,0.770752,0,0, 0-19,0,-19,12.32, 957.150.0, 957.15,0.0,0,0
2,1.502726-27,1.502726,-27,65,521,-2500,10436,12712,-0.152588,0.636963,0.775879,0,0, 0-19,0,-19,12.32, 978.090.0, 978.09,0.0,0,0
3,1.746636-18,1.746636,-18,157,203,-1944,10696,12408,-0.118652,0.652832,0.757324,0,0, 0-19,0,-19,12.32, 978.090.0, 978.09,0.0,0,0
4,1.990556-130,1.990556,-130,262,-305,-2348,10568,12532,-0.143311,0.64502,0.764893,0,0, 0-19,0,-19,12.32, 977.990.0, 977.99,0.0,0,0
5,2.234425-268,2.234425,-268,241,-410,-2388,10340,12568,-0.145752,0.631104,0.76709,0,0, 0-19,0,-19,12.32, 977.990.0, 977.99,0.0,0,0
6,2.481639457,2.481639,457,423,731,-1752,10360,12704,-0.106934,0.632324,0.775391,0,0, 0-19,0,-19,12.32, 977.990.0, 977.99,0.0,0,0
7,2.719323327,2.719323,3268,-119,-827,-2892,13196,12428,-0.176514,0.80542,0.758545,0,0, 0-19,0,-19,12.34, 977.930.0, 977.93,0.0,0,0
8,2.957006671,2.957006,671,-3977,-5966,-3240,10024,13976,-0.197754,0.611816,0.853027,0,0, 0-19,0,-19,12.34, 977.990.0, 977.99,0.0,0,0
9,3.241016-3274,3.241016,-3274,-3586,-2615,2184,12596,8804,0.133301,0.768799,0.537354,0,0, 0-18,0,-18,12.34, 977.990.0, 977.99,0.0,0,0
10,3.486758429,3.486758,4291,307,1502,-92,14176,15112,-0.005615,0.865234,0.922363,0,0, 0-18,0,-18,12.34, 977.990.0, 977.99,0.0,0,0
11,3.724431-6720,3.724431,-6720,-1017,-1883,1244,12384,9208,0.075928,0.755859,0.562012,0,0, 0-19,0,-19,12.35, 977.990.0, 977.99,0.0,0,0
12,3.962063-1394,3.962063,-1394,171,81,-2360,13324,9732,-0.144043,0.813232,0.593994,0,0, 0-19,0,-19,12.35, 977.990.0, 977.99,0.0,0,0
13,4.19971588,4.199715,8799,2081,-4915,-1408,15040,5868,-0.085938,0.917969,0.358154,0,0, 0-19,0,-19,12.35, 977.990.0, 977.99,0.0,0,0
14,4.445454421,4.445454,4209,-1400,20,-6560,15004,5436,-0.400391,0.915771,0.331787,0,0, 0-19,0,-19,12.37, 977.940.0, 977.94,0.0,0,0
15,4.683134124,4.683134,12431,-7167,4966,-5216,14512,3388,-0.318359,0.885742,0.206787,0,0, 0-18,0,-18,12.37, 977.960.0, 977.96,0.0,0,0
16,4.920825526,1.502726,-27,1493,1806,-4896,15264,-104,-0.298828,0.931641,-0.006348,0,0, 0-18,0,-18,12.37, 977.960.0, 977.96,0.0,0,0
17,5.204016-2128,1.746636,-18,3368,-2732,356,14576,-4892,0.021729,0.889648,-0.298584,0,0, 0-17,0,-17,12.37, 977.960.0, 977.96,0.0,0,0
18,5.449745323,1.990556,-130,5763,-2213,-2236,13928,-4448,-0.136475,0.850098,-0.271484,0,0, 0-18,0,-18,12.39, 977.910.0, 977.91,0.0,0,0
19,5.687436221,2.234425,-268,722,-3731,-1196,15356,-7020,-0.072998,0.937256,-0.428467,0,0, 0-18,0,-18,12.39, 977.940.0, 977.94,0.0,0,0
20,5.925111-1544,2.481639,457,-5530,2394,-3512,12024,-6028,-0.214355,0.733887,-0.36792,0,0, 0-18,0,-18,12.39, 977.940.0, 977.94,0.0,0,0
21,6.162788522,2.719323,3268,-5716,4276,-1780,13500,-8704,-0.108643,0.823975,-0.53125,0,0, 0-18,0,-18,12.39, 977.940.0, 977.94,0.0,0,0
22,6.408483985,2.957006,671,-3176,1994,-3660,13772,-10636,-0.223389,0.840576,-0.64917,0,0, 0-19,0,-19,12.4, 977.890.0, 977.89,0.0,0,0
23,6.646139697,3.241016,-3274,429,6127,-1844,8900,-12372,-0.112549,0.543213,-0.755127,0,0, 0-18,0,-18,12.4, 977.890.0, 977.89,0.0,0,0
24,6.883846381,3.486758,4291,-4575,3712,-1444,6920,-15660,-0.088135,0.422363,-0.955811,0,0, 0-18,0,-18,12.4, 977.890.0, 977.89,0.0,0,0
25,7.168179873,7.168179,873,2687,-2217,-552,5116,-15384,-0.033691,0.312256,-0.938965,0,0, 0-18,0,-18,12.42, 977.890.0, 977.89,0.0,0,0
26,7.413915-759,7.413915,-759,2294,-5575,504,4156,-13616,0.030762,0.253662,-0.831055,0,0, 0-19,0,-19,12.42, 977.920.0, 977.92,0.0,0,0
27,7.651609112,7.651609,1119,4828,-7738,-200,4060,-17328,-0.012207,0.247803,-1.057617,0,0, 0-18,0,-18,12.42, 977.920.0, 977.92,0.0,0,0
28,7.889324-2676,7.889324,-2676,1891,-4601,288,5836,-14656,0.017578,0.356201,-0.894531,0,0, 0-18,0,-18,12.42, 977.920.0, 977.92,0.0,0,0
29,8.127020115,8.12702,1153,-1942,-984,532,6300,-14344,0.032471,0.384521,-0.875488,0,0, 0-18,0,-18,12.41, 977.940.0, 977.94,0.0,0,0
30,8.372726-2966,8.372726,-2966,3045,-2357,-2764,10248,-13964,-0.168701,0.625488,-0.852295,0,0, 0-18,0,-18,12.41, 977.940.0, 977.94,0.0,0,0
31,8.610417123,8.610417,1225,3249,-1130,1084,6640,-12676,0.066162,0.405273,-0.773682,0,0, 0-18,0,-18,12.41, 977.940.0, 977.94,0.0,0,0
32,8.848078457,8.848078,4566,6724,272,392,6032,-13368,0.023926,0.368164,-0.815918,0,0, 0-17,0,-17,12.44, 977.840.0, 977.84,0.0,0,0
33,9.133137-914,9.133137,-914,-857,3258,-176,6024,-15688,-0.010742,0.367676,-0.95752,0,0, 0-18,0,-18,12.44, 977.890.0, 977.89,0.0,0,0
34,9.434123-1285,9.434123,-1285,473,1324,584,7388,-13272,0.035645,0.450928,-0.810059,0,0, 0-18,0,-18,12.44, 977.890.0, 977.89,0.0,0,0
35,9.686920144,9.68692,1444,-468,1112,152,9104,-12916,0.009277,0.555664,-0.78833,0,0, 0-19,0,-19,12.44, 977.890.0, 977.89,0.0,0,0
36,9.939711272,9.939711,2721,-1867,900,140,9036,-12344,0.008545,0.551514,-0.753418,0,0, 0-19,0,-19,12.43, 977.920.0, 977.92,0.0,0,0
37,10.19253529,10.192535,2905,-2424,-1495,388,7916,-13668,0.023682,0.483154,-0.834229,0,0, 0-18,0,-18,12.43, 977.920.0, 977.92,0.0,0,0
38,10.453350-2681,10.45335,-2681,161,1699,-1844,10460,-11836,-0.112549,0.638428,-0.722412,0,0, 0-18,0,-18,12.43, 977.920.0, 977.92,0.0,0,0
39,10.75230311,10.752303,1123,-1192,-122,-1588,9928,-14060,-0.096924,0.605957,-0.858154,0,0, 0-19,0,-19,12.4, 977.970.0, 977.97,0.0,0,0
40,11.005190-3395,11.00519,-3395,-1694,733,-3076,10608,-13536,-0.187744,0.647461,-0.826172,0,0, 0-18,0,-18,12.4, 977.890.0, 977.89,0.0,0,0
41,11.25801682,11.258016,822,-3,671,-1184,9416,-12304,-0.072266,0.574707,-0.750977,0,0, 0-18,0,-18,12.4, 977.890.0, 977.89,0.0,0,0
42,11.518881-558,11.518881,-558,1066,-170,-1656,9852,-13092,-0.101074,0.601318,-0.799072,0,0, 0-18,0,-18,12.34, 977.970.0, 977.97,0.0,0,0
43,11.771682-4818,11.771682,-4818,1010,1786,-140,11112,-14468,-0.008545,0.678223,-0.883057,0,0, 0-19,0,-19,12.34, 977.880.0, 977.88,0.0,0,0
44,12.024508-17280,12.024508,-17280,16628,8574,2696,13848,-7024,0.164551,0.845215,-0.428711,0,0, 0-19,0,-19,12.34, 977.880.0, 977.88,0.0,0,0
45,12.277339-2069,12.277339,-2069,16188,4727,5832,11892,-352,0.355957,0.72583,-0.021484,0,0, 0-18,0,-18,12.34, 977.880.0, 977.88,0.0,0,0
46,12.53822156,12.538221,563,3363,-5470,6116,15728,-888,0.373291,0.959961,-0.054199,0,0, 0-19,0,-19,12.32, 978.010.0, 978.01,0.0,0,0
47,12.83883145,12.838831,452,1208,-15,8172,17396,296,0.498779,1.061768,0.018066,0,0, 0-18,0,-18,12.32, 977.990.0, 977.99,0.0,0,0
48,13.091661-184,13.091661,-184,151,1449,6580,14824,1388,0.401611,0.904785,0.084717,0,0, 0-18,0,-18,12.32, 977.990.0, 977.99,0.0,0,0
49,13.34450327,13.344503,271,367,160,6996,15428,804,0.427002,0.94165,0.049072,0,0, 0-19,0,-19,12.38, 977.860.0, 977.86,0.0,0,0
50,13.60537117,13.605371,1745,1190,278,7056,14700,584,0.430664,0.897217,0.035645,0,0, 0-18,0,-18,12.38, 977.970.0, 977.97,0.0,0,0
51,13.85819739,13.858197,3879,-146,-2550,6276,14720,-28,0.383057,0.898438,-0.001709,0,0, 0-18,0,-18,12.38, 977.970.0, 977.97,0.0,0,0
52,14.11097121,14.110971,2118,873,-1952,4300,17028,-2956,0.262451,1.039307,-0.18042,0,0, 0-18,0,-18,12.4, 977.890.0, 977.89,0.0,0,0
53,14.36380119,14.363801,19,721,520,4644,15200,-3160,0.283447,0.927734,-0.192871,0,0, 0-18,0,-18,12.4, 977.910.0, 977.91,0.0,0,0
54,14.62460077,14.6246,77,-688,-696,5256,15536,-2556,0.320801,0.948242,-0.156006,0,0, 0-18,0,-18,12.4, 977.910.0, 977.91,0.0,0,0
55,14.923030-1013,14.92303,-1013,-213,1490,5892,15568,-2772,0.359619,0.950195,-0.169189,0,0, 0-18,0,-18,12.4, 977.910.0, 977.91,0.0,0,0
56,15.175856-773,15.175856,-773,-412,227,5756,15192,-2636,0.351318,0.927246,-0.160889,0,0, 0-18,0,-18,12.42, 977.860.0, 977.86,0.0,0,0
57,15.428642-874,15.428642,-874,-1123,-278,5700,15048,-2232,0.3479,0.918457,-0.13623,0,0, 0-18,0,-18,12.42, 977.920.0, 977.92,0.0,0,0
58,15.689487-1094,15.689487,-1094,-1192,1327,5668,15424,-2336,0.345947,0.941406,-0.142578,0,0, 0-18,0,-18,12.42, 977.920.0, 977.92,0.0,0,0
59,15.942291-309,15.942291,-309,-80,1208,6148,15344,-2324,0.375244,0.936523,-0.141846,0,0, 0-18,0,-18,12.45, 977.860.0, 977.86,0.0,0,0
60,16.195087-256,16.195087,-256,518,437,6212,14960,-2280,0.37915,0.913086,-0.13916,0,0, 0-18,0,-18,12.45, 977.920.0, 977.92,0.0,0,0
61,16.447906-148,16.447906,-148,481,29,5652,15428,-2144,0.344971,0.94165,-0.130859,0,0, 0-17,0,-17,12.45, 977.920.0, 977.92,0.0,0,0
62,16.708733-85,16.708733,-85,-68,28,6128,14852,-1716,0.374023,0.906494,-0.104736,0,0, 0-18,0,-18,12.45, 977.920.0, 977.92,0.0,0,0
63,17.00851273,17.008512,73,-167,-251,5480,15716,-2296,0.334473,0.959229,-0.140137,0,0, 0-18,0,-18,12.44, 977.940.0, 977.94,0.0,0,0
64,17.26130915,17.261309,145,215,-674,5268,15500,-2416,0.321533,0.946045,-0.147461,0,0, 0-18,0,-18,12.44, 977.920.0, 977.92,0.0,0,0
65,17.51413233,17.514132,333,143,-517,5524,15812,-2536,0.337158,0.965088,-0.154785,0,0, 0-18,0,-18,12.44, 977.920.0, 977.92,0.0,0,0
66,17.80658339,17.806583,389,-356,-1119,5660,15344,-2644,0.345459,0.936523,-0.161377,0,0, 0-17,0,-17,12.48, 977.890.0, 977.89,0.0,0,0
67,18.059431-271,18.059431,-271,-587,1130,5316,15208,-2144,0.324463,0.928223,-0.130859,0,0, 0-17,0,-17,12.48, 977.950.0, 977.95,0.0,0,0
68,18.312241-143,18.312241,-143,70,283,5100,15484,-2208,0.311279,0.945068,-0.134766,0,0, 0-18,0,-18,12.48, 977.950.0, 977.95,0.0,0,0
69,18.56509049,18.56509,49,508,853,5972,14716,-2404,0.364502,0.898193,-0.146729,0,0, 0-17,0,-17,12.49, 977.920.0, 977.92,0.0,0,0
70,18.87174229,18.871742,29,6,1627,6112,15212,-2832,0.373047,0.928467,-0.172852,0,0, 0-18,0,-18,12.49, 977.950.0, 977.95,0.0,0,0
71,19.12460335,19.124603,352,-341,-595,6940,14624,-2496,0.423584,0.892578,-0.152344,0,0, 0-17,0,-17,12.49, 977.950.0, 977.95,0.0,0,0
72,19.37747479,19.377474,785,-243,-1432,7532,14284,-2772,0.459717,0.871826,-0.169189,0,0, 0-17,0,-17,12.53, 977.870.0, 977.87,0.0,0,0
73,19.63027636,19.630276,362,639,-1041,6924,14648,-3076,0.422607,0.894043,-0.187744,0,0, 0-17,0,-17,12.53, 977.950.0, 977.95,0.0,0,0
74,19.891130-927,19.89113,-927,2077,1802,4200,14720,-3196,0.256348,0.898438,-0.195068,0,0, 0-17,0,-17,12.53, 977.950.0, 977.95,0.0,0,0
75,20.143923-312,20.143923,-312,600,1760,5400,15360,-3488,0.32959,0.9375,-0.212891,0,0, 0-17,0,-17,12.53, 977.950.0, 977.95,0.0,0,0
76,20.39674926,20.396749,263,1953,815,6116,14952,-3016,0.373291,0.912598,-0.184082,0,0, 0-18,0,-18,12.55, 977.930.0, 977.93,0.0,0,0
77,20.649529-253,20.649529,-253,1211,734,5580,15524,-3756,0.340576,0.94751,-0.229248,0,0, 0-17,0,-17,12.55, 977.950.0, 977.95,0.0,0,0
78,20.957186-4026,20.957186,-4026,-15131,4081,7424,16196,1236,0.453125,0.988525,0.075439,0,0, 0-18,0,-18,12.55, 977.950.0, 977.95,0.0,0,0
79,21.210054-7097,21.210054,-7097,-16255,5406,5748,14636,-5284,0.35083,0.893311,-0.32251,0,0, 0-18,0,-18,12.57, 977.870.0, 977.87,0.0,0,0
80,21.462908-2106,21.462908,-2106,421,-1845,7048,14684,-3060,0.430176,0.89624,-0.186768,0,0, 0-17,0,-17,12.57, 977.900.0, 977.90,0.0,0,0
81,21.715708-982,21.715708,-982,198,-311,7328,13388,-2196,0.447266,0.817139,-0.134033,0,0, 0-17,0,-17,12.57, 977.900.0, 977.90,0.0,0,0
82,21.9765743,21.976574,2987,2359,-1875,6384,14232,-1284,0.389648,0.868652,-0.078369,0,0, 0-18,0,-18,12.57, 977.900.0, 977.90,0.0,0,0
83,22.229362-1756,22.229362,-1756,2569,802,6888,15600,-1248,0.42041,0.952148,-0.076172,0,0, 0-17,0,-17,12.63, 977.900.0, 977.90,0.0,0,0
84,22.482199-9843,22.482199,-9843,5835,6426,7316,13580,3976,0.446533,0.828857,0.242676,0,0, 0-17,0,-17,12.63, 977.990.0, 977.99,0.0,0,0
85,22.735062-8856,22.735062,-8856,10036,5630,8232,12180,10380,0.502441,0.743408,0.633545,0,0, 0-17,0,-17,12.63, 977.990.0, 977.99,0.0,0,0
86,23.04169518,23.041695,1769,1642,5009,8148,8812,11816,0.497314,0.537842,0.721191,0,0, 0-17,0,-17,12.7, 977.910.0, 977.91,0.0,0,0
87,23.294500-2466,23.2945,-2466,-93,2690,7108,6440,12692,0.433838,0.393066,0.774658,0,0, 0-17,0,-17,12.7, 978.050.0, 978.05,0.0,0,0
88,23.547342-10103,23.547342,-10103,-2565,9083,7988,4508,14456,0.487549,0.275146,0.882324,0,0, 0-17,0,-17,12.7, 978.050.0, 978.05,0.0,0,0
89,23.800167-6125,23.800167,-6125,-226,5896,5952,2924,15424,0.363281,0.178467,0.941406,0,0, 0-16,0,-16,12.71, 977.910.0, 977.91,0.0,0,0
90,24.060984-4154,24.060984,-4154,-2378,4734,8068,-844,15224,0.492432,-0.051514,0.929199,0,0, 0-17,0,-17,12.71, 977.920.0, 977.92,0.0,0,0
91,24.313845-2156,24.313845,-2156,-2013,3200,8400,-2900,14028,0.512695,-0.177002,0.856201,0,0, 0-17,0,-17,12.71, 977.920.0, 977.92,0.0,0,0
92,24.566708-580,24.566708,-580,-1723,2986,9588,-4532,13320,0.585205,-0.276611,0.812988,0,0, 0-18,0,-18,12.71, 977.920.0, 977.92,0.0,0,0
93,24.819515-1337,24.819515,-1337,19,1830,8680,-5520,12564,0.529785,-0.336914,0.766846,0,0, 0-17,0,-17,12.68, 977.970.0, 977.97,0.0,0,0
94,25.126928-648,25.126928,-648,-367,1313,9184,-7036,11968,0.560547,-0.429443,0.730469,0,0, 0-18,0,-18,12.68, 977.940.0, 977.94,0.0,0,0
95,25.379562-722,25.379562,-722,-239,1160,9328,-8892,11288,0.569336,-0.542725,0.688965,0,0, 0-17,0,-17,12.68, 977.940.0, 977.94,0.0,0,0
96,25.633867-1095,25.633867,-1095,-1277,1553,8988,-9056,10356,0.548584,-0.552734,0.63208,0,0, 0-16,0,-16,12.69, 977.890.0, 977.89,0.0,0,0
97,25.886469-1018,25.886469,-1018,-223,1197,8880,-9356,9836,0.541992,-0.571045,0.600342,0,0, 0-17,0,-17,12.69, 977.890.0, 977.89,0.0,0,0
98,26.17854338,26.178543,381,-259,957,8988,-10780,10156,0.548584,-0.657959,0.619873,0,0, 0-17,0,-17,12.69, 977.890.0, 977.89,0.0,0,0
99,26.431238-381,26.431238,-381,-514,875,8800,-10296,10004,0.537109,-0.628418,0.610596,0,0, 0-17,0,-17,12.73, 977.730.0, 977.73,0.0,0,0
100,26.68394775,26.683947,745,176,39,8532,-10252,9956,0.520752,-0.625732,0.607666,0,0, 0-18,0,-18,12.73, 977.790.0, 977.79,0.0,0,0
101,26.984556-2417,26.984556,-2417,-1041,-843,8932,-13072,10588,0.545166,-0.797852,0.64624,0,0, 0-17,0,-17,12.73, 977.790.0, 977.79,0.0,0,0
102,27.245314-896,27.245314,-896,-176,-147,8280,-11772,8272,0.505371,-0.718506,0.504883,0,0, 0-17,0,-17,12.73, 977.790.0, 977.79,0.0,0,0
103,27.498140-2046,27.49814,-2046,-2060,-609,9276,-9536,10016,0.566162,-0.582031,0.611328,0,0, 0-17,0,-17,12.76, 977.890.0, 977.89,0.0,0,0
104,27.75097713,27.750977,13,520,-37,9336,-10428,8948,0.569824,-0.636475,0.546143,0,0, 0-17,0,-17,12.76, 977.950.0, 977.95,0.0,0,0
105,28.00378611,28.003786,112,-103,-697,9172,-10964,8468,0.559814,-0.669189,0.516846,0,0, 0-17,0,-17,12.76, 977.950.0, 977.95,0.0,0,0
106,28.2646563,28.264656,304,-749,-286,9484,-10928,7940,0.578857,-0.666992,0.484619,0,0, 0-17,0,-17,12.79, 977.740.0, 977.74,0.0,0,0
107,28.517408-509,28.517408,-509,1227,-799,9204,-9828,9356,0.561768,-0.599854,0.571045,0,0, 0-17,0,-17,12.79, 977.820.0, 977.82,0.0,0,0
108,28.775234-33,28.775234,-33,104,-241,9476,-10456,8892,0.578369,-0.638184,0.542725,0,0, 0-16,0,-16,12.79, 977.820.0, 977.82,0.0,0,0
109,29.09140817,29.091408,1683,3115,-3223,10112,-9444,9900,0.617188,-0.576416,0.604248,0,0, 0-16,0,-16,12.8, 977.870.0, 977.87,0.0,0,0
110,29.35226176,29.352261,7616,7524,-10461,6988,-1704,12232,0.426514,-0.104004,0.746582,0,0, 0-17,0,-17,12.8, 977.870.0, 977.87,0.0,0,0
111,29.60510116,29.605101,1565,-694,-6443,7464,-380,16328,0.455566,-0.023193,0.996582,0,0, 0-17,0,-17,12.8, 977.870.0, 977.87,0.0,0,0
112,29.857912-1618,29.857912,-1618,0,2481,8048,1048,14268,0.491211,0.063965,0.87085,0,0, 0-17,0,-17,12.8, 977.870.0, 977.87,0.0,0,0
113,30.110748-57,30.110748,-57,681,1720,8048,-1888,15048,0.491211,-0.115234,0.918457,0,0, 0-16,0,-16,12.82, 977.790.0, 977.79,0.0,0,0
114,30.371628-177,30.371628,-177,-18,305,7024,-2168,15212,0.428711,-0.132324,0.928467,0,0, 0-16,0,-16,12.82, 977.820.0, 977.82,0.0,0,0
115,30.6243805,30.62438,496,414,1807,7028,-2008,15060,0.428955,-0.122559,0.919189,0,0, 0-16,0,-16,12.82, 977.820.0, 977.82,0.0,0,0
116,30.877216-1374,30.877216,-1374,329,13,6480,-1780,15480,0.395508,-0.108643,0.944824,0,0, 0-16,0,-16,12.87, 977.740.0, 977.74,0.0,0,0
117,31.194174-288,31.194174,-288,527,493,6416,-2668,15448,0.391602,-0.162842,0.942871,0,0, 0-16,0,-16,12.87, 977.830.0, 977.83,0.0,0,0
118,31.455044-1107,31.455044,-1107,660,663,6008,-2820,15376,0.366699,-0.172119,0.938477,0,0, 0-16,0,-16,12.87, 977.830.0, 977.83,0.0,0,0
119,31.707869-770,31.707869,-770,-452,185,5184,-4032,15028,0.316406,-0.246094,0.917236,0,0, 0-16,0,-16,12.9, 977.720.0, 977.72,0.0,0,0
120,31.960655-1653,31.960655,-1653,1535,1233,4804,-4164,15932,0.293213,-0.25415,0.972412,0,0, 0-16,0,-16,12.9, 977.800.0, 977.80,0.0,0,0
121,32.21354325,32.213543,2466,-919,56,6540,-4684,15592,0.39917,-0.285889,0.95166,0,0, 0-17,0,-17,12.9, 977.800.0, 977.80,0.0,0,0
122,32.47437755,32.474377,548,-8,732,5240,-1908,15592,0.319824,-0.116455,0.95166,0,0, 0-16,0,-16,12.9, 977.800.0, 977.80,0.0,0,0
123,32.72720311,32.727203,112,231,1611,5236,-2808,15636,0.31958,-0.171387,0.954346,0,0, 0-16,0,-16,12.91, 977.850.0, 977.85,0.0,0,0
124,32.980011-917,32.980011,-917,427,-850,5768,-3136,16040,0.352051,-0.191406,0.979004,0,0, 0-16,0,-16,12.91, 977.850.0, 977.85,0.0,0,0
125,33.295895-654,33.295895,-654,383,-414,5604,-4076,15624,0.342041,-0.248779,0.953613,0,0, 0-16,0,-16,12.91, 977.850.0, 977.85,0.0,0,0
126,33.55675186,33.556751,86,157,454,5512,-3592,15468,0.336426,-0.219238,0.944092,0,0, 0-16,0,-16,12.95, 977.800.0, 977.80,0.0,0,0
127,33.809559-371,33.809559,-371,706,845,4840,-3292,15652,0.29541,-0.200928,0.955322,0,0, 0-16,0,-16,12.95, 977.860.0, 977.86,0.0,0,0
128,34.062416-63,34.062416,-63,277,804,4576,-4348,15352,0.279297,-0.265381,0.937012,0,0, 0-16,0,-16,12.95, 977.860.0, 977.86,0.0,0,0
129,34.31517414,34.315174,138,1919,1781,2748,-4752,15444,0.167725,-0.290039,0.942627,0,0, 0-16,0,-16,12.95, 977.860.0, 977.86,0.0,0,0
130,34.607601-359,34.607601,-359,243,45,4108,-4544,15628,0.250732,-0.277344,0.953857,0,0, 0-16,0,-16,12.99, 977.750.0, 977.75,0.0,0,0
131,34.924454-35,34.924454,-35,135,93,3704,-4980,15712,0.226074,-0.303955,0.958984,0,0, 0-16,0,-16,12.99, 977.810.0, 977.81,0.0,0,0
132,35.177277-73,35.177277,-73,-602,-342,3548,-4512,14336,0.216553,-0.275391,0.875,0,0, 0-15,0,-15,12.99, 977.810.0, 977.81,0.0,0,0
133,35.43009974,35.430099,74,-44,112,3804,-4848,15784,0.232178,-0.295898,0.963379,0,0, 0-16,0,-16,13.02, 977.760.0, 977.76,0.0,0,0
134,35.6910062,35.691006,2,-95,551,3672,-4788,15672,0.224121,-0.292236,0.956543,0,0, 0-15,0,-15,13.02, 977.840.0, 977.84,0.0,0,0
135,35.94387112,35.943871,1238,-1182,1373,3900,-4324,15532,0.238037,-0.263916,0.947998,0,0, 0-16,0,-16,13.02, 977.840.0, 977.84,0.0,0,0
136,36.1967245,36.196724,498,188,608,4500,-4396,16068,0.274658,-0.268311,0.980713,0,0, 0-16,0,-16,13.06, 977.860.0, 977.86,0.0,0,0
137,36.4495748,36.449574,8,-512,157,4656,-4008,15380,0.28418,-0.244629,0.938721,0,0, 0-16,0,-16,13.06, 977.920.0, 977.92,0.0,0,0
138,36.710430-36,36.71043,-36,-75,-415,4372,-4024,15748,0.266846,-0.245605,0.961182,0,0, 0-15,0,-15,13.06, 977.920.0, 977.92,0.0,0,0
139,37.005363-32,37.005363,-32,185,331,4924,-4456,15064,0.300537,-0.271973,0.919434,0,0, 0-16,0,-16,13.09, 977.790.0, 977.79,0.0,0,0
140,37.258183-146,37.258183,-146,417,429,4848,-3904,16020,0.295898,-0.238281,0.977783,0,0, 0-16,0,-16,13.09, 977.840.0, 977.84,0.0,0,0
141,37.510983-67,37.510983,-67,146,-185,4612,-4308,15568,0.281494,-0.262939,0.950195,0,0, 0-15,0,-15,13.09, 977.840.0, 977.84,0.0,0,0
142,37.7718478,37.771847,8,-41,-575,4104,-4336,15800,0.250488,-0.264648,0.964355,0,0, 0-16,0,-16,13.09, 977.840.0, 977.84,0.0,0,0
143,38.02465419,38.024654,19,79,-110,4360,-3932,15792,0.266113,-0.23999,0.963867,0,0, 0-16,0,-16,13.13, 977.710.0, 977.71,0.0,0,0
144,38.277481-44,38.277481,-44,-71,-570,4300,-3548,16776,0.262451,-0.216553,1.023926,0,0, 0-16,0,-16,13.13, 977.800.0, 977.80,0.0,0,0
145,38.530308-34,38.530308,-34,147,23,4436,-4120,15960,0.270752,-0.251465,0.974121,0,0, 0-15,0,-15,13.13, 977.800.0, 977.80,0.0,0,0
146,38.79115735,38.791157,35,-31,-873,4548,-1680,18940,0.277588,-0.102539,1.156006,0,0, 0-15,0,-15,13.17, 977.820.0, 977.82,0.0,0,0
147,39.089321-152,39.089321,-152,-287,-288,4760,-4000,15968,0.290527,-0.244141,0.974609,0,0, 0-15,0,-15,13.17, 977.880.0, 977.88,0.0,0,0
148,39.342545-74,39.342545,-74,225,50,4668,-4004,15644,0.284912,-0.244385,0.954834,0,0, 0-16,0,-16,13.17, 977.880.0, 977.88,0.0,0,0
149,39.595341-360,39.595341,-360,349,82,5008,-4504,15540,0.305664,-0.274902,0.948486,0,0, 0-15,0,-15,13.17, 977.880.0, 977.88,0.0,0,0
150,39.856174-547,39.856174,-547,311,-701,4668,-4360,15728,0.284912,-0.266113,0.959961,0,0, 0-16,0,-16,13.19, 977.770.0, 977.77,0.0,0,0
151,40.108936-229,40.108936,-229,-63,150,4880,-4608,15568,0.297852,-0.28125,0.950195,0,0, 0-15,0,-15,13.19, 977.800.0, 977.80,0.0,0,0
152,40.36175249,40.361752,49,-6,69,4784,-4368,15428,0.291992,-0.266602,0.94165,0,0, 0-15,0,-15,13.19, 977.800.0, 977.80,0.0,0,0
153,40.614532-805,40.614532,-805,1326,-2160,4900,-4496,15824,0.299072,-0.274414,0.96582,0,0, 0-15,0,-15,13.22, 977.800.0, 977.80,0.0,0,0
154,40.875362-373,40.875362,-373,247,-411,4176,-4440,15348,0.254883,-0.270996,0.936768,0,0, 0-15,0,-15,13.22, 977.850.0, 977.85,0.0,0,0
155,41.128174-867,41.128174,-867,385,-609,4304,-4496,15688,0.262695,-0.274414,0.95752,0,0, 0-15,0,-15,13.22, 977.850.0, 977.85,0.0,0,0
156,41.380978-60,41.380978,-60,32,-191,4388,-4804,15860,0.267822,-0.293213,0.968018,0,0, 0-15,0,-15,13.22, 977.850.0, 977.85,0.0,0,0
157,41.633816-283,41.633816,-283,-321,-273,4132,-4732,15636,0.252197,-0.288818,0.954346,0,0, 0-15,0,-15,13.26, 977.800.0, 977.80,0.0,0,0
158,41.89462722,41.894627,217,-65,30,4988,-4268,15520,0.304443,-0.260498,0.947266,0,0, 0-16,0,-16,13.26, 977.880.0, 977.88,0.0,0,0
159,42.14742773,42.147427,734,33,-53,4100,-5080,15524,0.250244,-0.310059,0.94751,0,0, 0-15,0,-15,13.26, 977.880.0, 977.88,0.0,0,0
160,42.40018142,42.400181,423,172,-13,4684,-3584,15788,0.285889,-0.21875,0.963623,0,0, 0-15,0,-15,13.29, 977.830.0, 977.83,0.0,0,0
161,42.652985-352,42.652985,-352,129,-655,4836,-3216,16452,0.295166,-0.196289,1.00415,0,0, 0-15,0,-15,13.29, 977.860.0, 977.86,0.0,0,0
